"","Assignment_Group","TITLE"
"2095","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDCE27 (ZWCELDCAM.0145.04090600.1000) ENDED IN ERROR 1000 tiludv"
"2096","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDCE39 (ZWCELDCAM.0160.04090600.0012) ENDED IN ERROR 0012 tiludv"
"2097","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFGY2K (ZWCULFACTZPA.0125.04090600.0012) ENDED IN ERROR 0012 tiludv"
"2098","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRFS40 (ZWCDGSASTILG2.0092.04090600.0012) ENDED IN ERROR 0012 tiludv"
"2099","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDDY3L (ZWPDGNYDEFZPA.0065.04090600.0012) ENDED IN ERROR 0012 tiludv"
"2100","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKSY2K (ZWPULKREDSAG.0025.04090600.0012) ENDED IN ERROR 0012 tiludv"
"2101","F162 Sys. Mgm. Quality Assurance","JOB QWCF0342 (QWPFCREDCOCD.0010.04060600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2102","F162 Sys. Mgm. Quality Assurance","JOB QWCONLIN (QWPENDTOEND.0100.04060600.JCL) ENDED IN ERROR JCL tiludv"
"2103","F162 Sys. Mgm. Quality Assurance","JOB QWCF0315 (QWPF0300.0020.04060600.JCL) ENDED IN ERROR JCL tiludv"
"2104","F162 Sys. Mgm. Quality Assurance","JOB QWCFODGK (QWPFKRSK.0030.04020600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2105","F162 Sys. Mgm. Quality Assurance","JOB QWCFEH10 (QWPFEG10W.0005.04090600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2106","F161 Sys. Mgm. EDW","JOB EWCRAC16 (EWPSACAC16.0010.04111800.1613) ENDED IN ERROR 1613 tiludv"
"2107","F161 Sys. Mgm. EDW","JOB EWCRAC16 (EWPSACAC16.0010.04111800.1613) ENDED IN ERROR 1613 tiludv"
"2108","F161 Sys. Mgm. EDW","JOB EWCSMY05 (EWPSAKMY05.0010.04111800.1706) ENDED IN ERROR 1706 tiludv"
"2109","F163 Sys. Mgm. EDW Infrastructure","DB2-Maxlimits ZW.XZWKRV32 - May release."
"2110","F161 Sys. Mgm. EDW","TASK QW57 E  EXEC"
"2111","F161 Sys. Mgm. EDW","PROGRAM=QWRAP057,ABENDCODE=AD2R     T"
"2112","F162 Sys. Mgm. Quality Assurance","JOB QWCF0210 (QWPENDTOEND.0095.04060600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2113","F162 Sys. Mgm. Quality Assurance","JOB QWCFEG10 (QWPFEG10.0005.04120600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2114","F162 Sys. Mgm. Quality Assurance","JOB QWCFKRSA (QWPFKRSK.0035.04020600.U3E6) ENDED IN ERROR U3E6 tiludv"
"2115","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSCOR7 (ZWCSCORENFEBO.0035.04120600.1000) ENDED IN ERROR 1000 tiludv"
"2116","F161 Sys. Mgm. EDW","JOB EWCFBJ03 (EWPCPYBJ03.0005.04121800.2875) ENDED IN ERROR 2875 tiludv"
"2117","F162 Sys. Mgm. Quality Assurance","JOB QWCF0320 (QWPF0300.0025.04060600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2118","F162 Sys. Mgm. Quality Assurance","JOB QWCQZW05 (EWPSAKZW05.0005.04130800.1020) ENDED IN ERROR 1020 tiludv"
"2119","F162 Sys. Mgm. Quality Assurance","JOB QWCF0340 (QWPFCREDCOCD.0025.04110600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2120","F162 Sys. Mgm. Quality Assurance","JOB QWCF0315 (QWPF0300.0020.04110600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2121","F161 Sys. Mgm. EDW","JOB EWCBYB63 (WDPDELVAPP063.0015.04131443.1012) ENDED IN ERROR 1012 tiludv"
"2122","F162 Sys. Mgm. Quality Assurance","JOB QWCF0007 (QWPENDTOEND.0025.04120600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2123","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKSDU1 (ZWCDGKUNDEZPA.0130.04130600.U02B) ENDED IN ERROR U02B tiludv"
"2124","F162 Sys. Mgm. Quality Assurance","JOB QWCQLH01 (EWPSAKLH01.0005.04131800.JCL) ENDED IN ERROR JCL tiludv"
"2125","F162 Sys. Mgm. Quality Assurance","JOB QWCQLH02 (EWPSAKLH02.0005.04131800.JCL) ENDED IN ERROR JCL tiludv"
"2126","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFHY2K (ZWCDGFAMZPA.0045.04130600.0012) ENDED IN ERROR 0012 tiludv"
"2127","F161 Sys. Mgm. EDW","JOB EWCSBJ55 (EWPSAKBJ05.0010.04141800.JCL) ENDED IN ERROR JCL tiludv"
"2128","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFTABC (ZWCDGFACZPA.0060.04160600.0012) ENDED IN ERROR 0012 tiludv"
"2129","F161 Sys. Mgm. EDW","JOB EWCSFI00 (EWPSACFI00.0010.04151800.0012) ENDED IN ERROR 0012 tiludv"
"2130","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.04160600.0014) ENDED IN ERROR 0014 tiludv"
"2131","F161 Sys. Mgm. EDW","JOB EWCRSI09 (EWPSAKSR09.0005.04151800.0012) ENDED IN ERROR 0012 tiludv"
"2132","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVKR4 (ZWCDGFAKORZPA.0030.04160600.0012) ENDED IN ERROR 0012 tiludv"
"2133","F162 Sys. Mgm. Quality Assurance","JOB QWCFKRSA (QWPFKRSK.0035.04160600.U3E6) ENDED IN ERROR U3E6 tiludv"
"2134","F161 Sys. Mgm. EDW","JOB EWC4EI00 (EWC1EI00ZPA.0022.04181800.0012) ENDED IN ERROR 0012 tiludv"
"2135","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.04190600.U02E) ENDED IN ERROR U02E tiludv"
"2136","F161 Sys. Mgm. EDW","JOB EWCSFI00 (EWPSACFI00.0010.04151800.U0A0) ENDED IN ERROR U0A0 tiludv"
"2137","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA68 (ZWCINDFTILG2.0120.04190600.0004) ENDED IN ERROR 0004 tiludv"
"2138","F161 Sys. Mgm. EDW","JOB EWC4EI00 (EWC1EI00ZPA.0022.04181800.0012) ENDED IN ERROR 0012"
"2139","F163 Sys. Mgm. EDW Infrastructure","JOB ZWC12200 (ZWPMDDEFTRN.0020.04190600.JCLI) ENDED IN ERROR JCLI tiludv"
"2140","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFSYNC (ZWCDGFACZPA.0128.04200600.SB37) ENDED IN ERROR SB37 tiludv"
"2141","F161 Sys. Mgm. EDW","JOB EWCSVD12 (EWPSAKVD12.0010.04191800.0001) ENDED IN ERROR 0001 tiludv"
"2142","F161 Sys. Mgm. EDW","Install SQL Server 2012 Client Tools"
"2143","F161 Sys. Mgm. EDW","JOB EWCSRF00 (EWPSAKBYRF0.0005.04191800.1008) ENDED IN ERROR 1008 tiludv"
"2144","F161 Sys. Mgm. EDW","JOB EWCSRF00 (EWPSAKBYRF0.0005.04191800.1706) ENDED IN ERROR 1706 tiludv"
"2145","F161 Sys. Mgm. EDW","JOB EWCSBJ03 (EWPSAKBJ03.0010.04061805.U02E) ENDED IN ERROR U02E tiludv"
"2146","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLOAO3 (ZWPDGSUP.0075.04210600.0001) ENDED IN ERROR 0001 tiludv"
"2147","F161 Sys. Mgm. EDW","JOB EWCSEJ03 (EWPSAKEJALL.0030.04201800.JCL) ENDED IN ERROR JCL tiludv"
"2148","F161 Sys. Mgm. EDW","JOB EWCSMY05 (EWPSAKMY05.0010.04211800.0004) ENDED IN ERROR 0004 tiludv"
"2149","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.04200600.S222) ENDED IN ERROR S222 tiludv"
"2150","F162 Sys. Mgm. Quality Assurance","JOB QWCFODGK (QWPFKRSK.0030.04230600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2151","F162 Sys. Mgm. Quality Assurance","JOB QWCFKRSK (QWPFKRSK.0010.04230600.U3E6) ENDED IN ERROR U3E6 tiludv"
"2152","F162 Sys. Mgm. Quality Assurance","JOB QWCFEH10 (QWPFEG10W.0005.04230600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2153","F162 Sys. Mgm. Quality Assurance","JOB QWCQFI00 (EWPSACFI00.0005.04251800.JCL) ENDED IN ERROR JCL tiludv"
"2154","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDEY11 (ZWPMEDEFFACTZPA.0130.04230600.JCLI) ENDED IN ERROR JCLI tiludv"
"2155","F161 Sys. Mgm. EDW","JOB EWCRAC16 (EWPSACAC16.0010.04251800.1613) ENDED IN ERROR 1613 tiludv"
"2156","F161 Sys. Mgm. EDW","JOB EWCRAC17 (EWPSACAC17.0010.04251800.1613) ENDED IN ERROR 1613 tiludv"
"2157","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWEKA (ZWCFACTCRDNEW.0035.04250600.JCL) ENDED IN ERROR JCL tiludv"
"2158","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCTBBBM (ZWCFACTCRDNEW.0040.04250600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2159","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWRDE (ZWCFACTCRDNEW.0050.04250600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2160","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDDY3F (ZWPDGNYDEFZPA.0035.04270600.0012) ENDED IN ERROR 0012 tiludv"
"2161","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCUPDST (ZWCDGTEMP.0010.04280600.JCLI) ENDED IN ERROR JCLI tiludv"
"2162","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVLG1 (ZWCDGFACTSIDU.0071.04300600.0008) ENDED IN ERROR 0008 tiludv"
"2163","F162 Sys. Mgm. Quality Assurance","JOB QWCKNL02 (QWPVCNL02.0010.04291800.1020) ENDED IN ERROR 1020 tiludv"
"2164","F161 Sys. Mgm. EDW","JOB EGC21D16 (EGP21000DAGLIG.0056.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2165","F161 Sys. Mgm. EDW","JOB EGC21D25 (EGP21000DAGLIG.0065.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2166","F161 Sys. Mgm. EDW","JOB EGC21D01 (EGP21000DAGLIG.0041.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2167","F161 Sys. Mgm. EDW","JOB EGC21D04 (EGP21000DAGLIG.0044.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2168","F161 Sys. Mgm. EDW","JOB EGC21D05 (EGP21000DAGLIG.0045.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2169","F161 Sys. Mgm. EDW","JOB EGC21D17 (EGP21000DAGLIG.0057.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2170","F161 Sys. Mgm. EDW","JOB EGC21D24 (EGP21000DAGLIG.0064.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2171","F161 Sys. Mgm. EDW","JOB EGC21D32 (EGP21000DAGLIG.0072.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2172","F161 Sys. Mgm. EDW","JOB EGC21D29 (EGP21000DAGLIG.0069.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2173","F161 Sys. Mgm. EDW","JOB EGC21D06 (EGP21000DAGLIG.0046.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2174","F161 Sys. Mgm. EDW","JOB EGC21D10 (EGP21000DAGLIG.0050.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2175","F161 Sys. Mgm. EDW","JOB EGC21D27 (EGP21000DAGLIG.0067.04291800.0012) ENDED IN ERROR 0012 tiludv"
"2176","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKSDU1 (ZWCDGKUNDEZPA.0130.04300600.0013) ENDED IN ERROR 0013 tiludv"
"2177","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKSDU1 (ZWCDGKUNDEZPA.0130.04300600.U02B) ENDED IN ERROR U02B tiludv"
"2178","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWL2A (ZWCULFACTCRDV2.0191.05020600.0008) ENDED IN ERROR 0008 tiludv"
"2179","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA68 (ZWCINDFTILG2.0120.05020600.0004) ENDED IN ERROR 0004 tiludv"
"2180","F162 Sys. Mgm. Quality Assurance","JOB QWCODGF7 (QWPENDTOEND.0005.05020600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2181","F162 Sys. Mgm. Quality Assurance","JOB QWCF0002 (QWPF0002ZPAOD.0040.05020600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2182","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWM2T (ZWCFACTCRDRWA.0180.05020600.JCL) ENDED IN ERROR JCL tiludv"
"2183","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLATE5 (ZWCBANKINGDAY.0025.05020600.0008) ENDED IN ERROR 0008 tiludv"
"2184","F162 Sys. Mgm. Quality Assurance","JOB QWCODGS7 (QWPENDTOEND.0020.05020600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2185","F161 Sys. Mgm. EDW","JOB EWCSEW47 (EWPSAKEW47.0010.05021800.1008) ENDED IN ERROR 1008 tiludv"
"2186","F162 Sys. Mgm. Quality Assurance","JOB QWCQDC01 (EWPSAKDC01.0005.05021800.JCL) ENDED IN ERROR JCL tiludv"
"2187","F161 Sys. Mgm. EDW","JOB EWCSRT04 (EWPSAKRT04.0010.05021800.1008) ENDED IN ERROR 1008 tiludv"
"2188","F161 Sys. Mgm. EDW","JOB EWCRAC17 (EWPSACAC17.0010.05021800.1613) ENDED IN ERROR 1613 tiludv"
"2189","F161 Sys. Mgm. EDW","JOB EWCRAC18 (EWPSACAC18.0010.05021800.1613) ENDED IN ERROR 1613 tiludv"
"2190","F162 Sys. Mgm. Quality Assurance","JOB QWCQFR21 (EWPSAKFR21.0005.05021800.1020) ENDED IN ERROR 1020 tiludv"
"2191","F163 Sys. Mgm. EDW Infrastructure","JOB ZWDCOMP2 (ZWPULUNXRWADU2.0010.05031239.0031) ENDED IN ERROR 0031 tiludv"
"2192","F161 Sys. Mgm. EDW","JOB EWCSLN00 (EWPSAKLN00.0010.05021800.1706) ENDED IN ERROR 1706 tiludv"
"2193","F161 Sys. Mgm. EDW","JOB EWCSKN22 (EWPSAKKN22.0010.05021800.S04E) ENDED IN ERROR S04E tiludv"
"2194","F163 Sys. Mgm. EDW Infrastructure","JOB ZWDCOMP2 (ZWPULUNXRWADU2.0010.05031932.0031) ENDED IN ERROR 0031 tiludv"
"2195","F161 Sys. Mgm. EDW","JOB EGC23004 (EGPKTOSALDO.0014.05031800.0012) ENDED IN ERROR 0012 tiludv"
"2196","F161 Sys. Mgm. EDW","JOB EGC23006 (EGPKTOSALDO.0016.05031800.0012) ENDED IN ERROR 0012 tiludv"
"2197","F161 Sys. Mgm. EDW","JOB EWCSEW46 (EWPSAKSEW46.0010.05030600.1723) ENDED IN ERROR 1723 tiludv"
"2198","F161 Sys. Mgm. EDW","JOB EWCSKN22 (EWPSAKKN22.0010.05021800.CAN) ENDED IN ERROR CAN tiludv"
"2199","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEULG1 (ZWPULFAKSIDU.0141.05090600.0008) ENDED IN ERROR 0008 tiludv"
"2200","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWL2A (ZWCULFACTCRDV2.0191.05090600.0008) ENDED IN ERROR 0008 tiludv"
"2201","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK28 (ZWCULFAKNPV.0040.05090600.0012) ENDED IN ERROR 0012 tiludv"
"2202","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK2B (ZWCULFAKNPV.0050.05090600.0012) ENDED IN ERROR 0012 tiludv"
"2203","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK26 (ZWCULFAKNPV.0030.05090600.0012) ENDED IN ERROR 0012 tiludv"
"2204","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.05061800.S04E) ENDED IN ERROR S04E tiludv"
"2205","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK23 (ZWCULFAKNPV.0015.05090600.0012) ENDED IN ERROR 0012 tiludv"
"2206","F162 Sys. Mgm. Quality Assurance","JOB QWCODGF7 (QWPENDTOEND.0005.05090600.U3E7) ENDED IN ERROR U3E7 tiludv"
"2207","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLTVM4 (ZWCLTVDANC.0030.05090600.JCL) ENDED IN ERROR JCL tiludv"
"2208","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLTEJ1 (ZWCFACTLTVEJ.0010.05090600.JCL) ENDED IN ERROR JCL tiludv"
"2209","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.05070600.JCL) ENDED IN ERROR JCL tiludv"
"2210","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.05070600.SB37) ENDED IN ERROR SB37 tiludv"
"2211","F162 Sys. Mgm. Quality Assurance","JOB QWCFEH10 (QWPFEG10W.0005.05070600.U3E6) ENDED IN ERROR U3E6 tiludv"
"2212","F162 Sys. Mgm. Quality Assurance","JOB QWCONLIN (QWPENDTOEND.0100.05090600.JCL) ENDED IN ERROR JCL tiludv"
"2213","F161 Sys. Mgm. EDW","JOB EWC4EI00 (EWC1EI00ZPA.0022.05091800.0012) ENDED IN ERROR 0012 tiludv"
"2214","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCGMIB4 (ZWCULGMIBV.0095.05100600.1000) ENDED IN ERROR 1000 tiludv"
"2215","F161 Sys. Mgm. EDW","JOB EWCSLH05 (EWPSAKLH05.0010.04271800.1008) ENDED IN ERROR 1008 tiludv"
"2216","F161 Sys. Mgm. EDW","JOB EWCSRD35 (EWPSRDRD35.0005.05091800.U038) ENDED IN ERROR U038 tiludv"
"2217","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEULG1 (ZWPULFAKSIDU.0141.05120600.0008) ENDED IN ERROR 0008 tiludv"
"2218","F162 Sys. Mgm. Quality Assurance","JOB QWCQRH05 (EWPSAKRH05.0005.05111800.1020) ENDED IN ERROR 1020 tiludv"
"2219","F161 Sys. Mgm. EDW","JOB EWCSBL00 (EWPSAKBL00.0010.05111800.1008) ENDED IN ERROR 1008 tiludv"
"2220","F162 Sys. Mgm. Quality Assurance","JOB QWCFEG10 (QWPFEG10.0005.05120600.U3E6) ENDED IN ERROR U3E6 tiludv"
"2221","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCCOE70 (ZWCCOLEXPO.0040.05130600.U3E6) ENDED IN ERROR U3E6 tiludv"
"2222","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSCOR7 (ZWCSCORENFEBO.0035.05130600.1000) ENDED IN ERROR 1000 tiludv"
"2223","F162 Sys. Mgm. Quality Assurance","JOB QWCVKS26 (QWPKKS01ZPA.0032.05121800.1000) ENDED IN ERROR 1000 tiludv"
"2224","F162 Sys. Mgm. Quality Assurance","JOB QWCFEG10 (QWPFEG10.0005.05130600.U3E6) ENDED IN ERROR U3E6 tiludv"
"2225","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOF02 (ZWCDGCODEDESC.0020.05140600.0012) ENDED IN ERROR 0012 tiludv"
"2226","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVDF1 (ZWCDGFAKORZPA.0062.05140600.0012) ENDED IN ERROR 0012 tiludv"
"2227","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.05140600.0014) ENDED IN ERROR 0014 tiludv"
"2228","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVKR4 (ZWCDGFAKORZPA.0030.05140600.0012) ENDED IN ERROR 0012 tiludv"
"2229","F161 Sys. Mgm. EDW","JOB EWCRSI10 (EWPSAKSR10.0005.05131800.0008) ENDED IN ERROR 0008 tiludv"
"2230","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.05140600.0002) ENDED IN ERROR 0002"
"2231","F161 Sys. Mgm. EDW","JOB EWCST100 (EWPTOPDANMARKUGE.0005.05160600.JCL) ENDED IN ERROR JCL tiludv"
"2232","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFSYNC (ZWCDGFACZPA.0128.05180600.SB37) ENDED IN ERROR SB37 tiludv"
"2233","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLOAO3 (ZWPDGSUP.0075.05180600.0012) ENDED IN ERROR 0012 tiludv"
"2234","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA68 (ZWCINDFTILG2.0120.05180600.0004) ENDED IN ERROR 0004 tiludv"
"2235","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA59 (ZWCINDFTILG2.0045.05180600.U02E) ENDED IN ERROR U02E tiludv"
"2236","F162 Sys. Mgm. Quality Assurance","JOB QWCQLH01 (EWPSAKLH01.0005.05171800.JCL) ENDED IN ERROR JCL tiludv"
"2237","F162 Sys. Mgm. Quality Assurance","JOB QWCQLH03 (EWPSAKLH03.0005.05171800.JCL) ENDED IN ERROR JCL tiludv"
"2238","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLOAO3 (ZWPDGSUP.0075.05180600.1012) ENDED IN ERROR 1012 tiludv"
"2239","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.05201800.S04E) ENDED IN ERROR S04E tiludv"
"2240","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.05201800.S04E) ENDED IN ERROR S04E"
"2241","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.05201800.S04E) ENDED IN ERROR S04E"
"2242","F162 Sys. Mgm. Quality Assurance","JOB QWCQVD10 (EWPSAKVD10.0005.05201800.U02B) ENDED IN ERROR U02B tiludv"
"2243","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.05210600.0002) ENDED IN ERROR 0002 tiludv"
"2244","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.05210600.SB37) ENDED IN ERROR SB37 tiludv"
"2245","F163 Sys. Mgm. EDW Infrastructure","JOB CMCTB253 (CMCTB253ZPA.0005.05211800.S222) ENDED IN ERROR S222"
"2246","F162 Sys. Mgm. Quality Assurance","JOB QWCQLK20 (EWPSAKLK20.0005.05231800.JCL) ENDED IN ERROR JCL tiludv"
"2247","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVLG1 (ZWCDGFACTSIDU.0071.05210700.0008) ENDED IN ERROR 0008 tiludv"
"2248","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVY03 (ZWCDGFACTSIDU.0015.05210700.0125) ENDED IN ERROR 0125 tiludv"
"2249","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVZ2K (ZWCDGFACTSIDU.0180.05210700.0012) ENDED IN ERROR 0012 tiludv"
"2250","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVY2F (ZWCDGFACTSIDU.0095.05210700.0012) ENDED IN ERROR 0012 tiludv"
"2251","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVX2S (ZWCDGFACTSIDU.0055.05210700.0012) ENDED IN ERROR 0012 tiludv"
"2252","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVY2L (ZWCDGFACTSIDU.0070.05210700.0012) ENDED IN ERROR 0012 tiludv"
"2253","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVYSH (ZWCDGFACTSIDU.0090.05210700.0012) ENDED IN ERROR 0012 tiludv"
"2254","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVMPG (ZWCDGFACTSIDU.0085.05210700.0012) ENDED IN ERROR 0012 tiludv"
"2255","F162 Sys. Mgm. Quality Assurance","JOB QWCQEB10 (EWPSAKEB10.0005.05271800.JCL) ENDED IN ERROR JCL tiludv"
"2256","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO182 (ZWCULFAKSILORWA.0005.04130700.0008) ENDED IN ERROR 0008"
"2257","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.05201800.S04E) ENDED IN ERROR S04E"
"2258","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVLG1 (ZWCDGFACTSIDU.0071.05280600.0008) ENDED IN ERROR 0008 tiludv"
"2259","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSSK29 (ZWPDGSKEMAHIER.0065.05280600.U02E) ENDED IN ERROR U02E tiludv"
"2260","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFGKR4 (ZWCULFACTZPA.0047.05280600.0012) ENDED IN ERROR 0012 tiludv"
"2261","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.05280600.0014) ENDED IN ERROR 0014 tiludv"
"2262","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.05280600.SB37) ENDED IN ERROR SB37 tiludv"
"2263","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWL2A (ZWCULFACTCRDV2.0191.04130700.0008) ENDED IN ERROR 0008 tiludv"
"2264","F161 Sys. Mgm. EDW","JOB EWC6FF00 (EWC1FF00ZPA.0035.05301800.1000) ENDED IN ERROR 1000 tiludv"
"2265","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSSK29 (ZWPDGSKEMAHIER.0065.06010600.U02E) ENDED IN ERROR U02E tiludv"
"2266","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSSK29 (ZWPDGSKEMAHIER.0065.06010600.JCL) ENDED IN ERROR JCL tiludv"
"2267","F161 Sys. Mgm. EDW","JOB EWCRSI10 (EWPSAKSR10.0005.05311800.JCL) ENDED IN ERROR JCL tiludv"
"2268","F161 Sys. Mgm. EDW","JOB EWCSDW56 (EWPSAKDW56.0005.06011800.S04E) ENDED IN ERROR S04E tiludv"
"2269","F161 Sys. Mgm. EDW","JOB EWCRAC18 (EWPSACAC18.0010.06011800.1613) ENDED IN ERROR 1613 tiludv"
"2270","F161 Sys. Mgm. EDW","JOB EWCRAC16 (EWPSACAC16.0010.06011800.1613) ENDED IN ERROR 1613 tiludv"
"2271","F161 Sys. Mgm. EDW","JOB EWCRAC17 (EWPSACAC17.0010.06011800.1613) ENDED IN ERROR 1613 tiludv"
"2272","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSCOR7 (ZWCSCORENFEBO.0035.06010600.1000) ENDED IN ERROR 1000 tiludv"
"2273","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO183 (ZWCULFAKSILOCON.0005.06010600.0008) ENDED IN ERROR 0008 tiludv"
"2274","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO181 (ZWCULFAKSILOGEN.0005.06010600.0008) ENDED IN ERROR 0008 tiludv"
"2275","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDEY42 (ZWPMEDEFFACTZPA.0216.05210600.JCLI) ENDED IN ERROR JCLI tiludv"
